289.0	325.0	0.9194192179795891
291.0	326.0	0.8620231343814598
302.0	335.0	0.845879734189556
301.0	337.0	0.8545645629348532
302.0	335.0	0.8328301990174831
295.0	332.0	0.8620628019323674
304.0	336.0	0.8176925124224146
305.0	342.0	0.8100418679549116
298.0	333.0	0.8050617283950613
294.0	331.0	0.8089661209768
309.0	339.0	0.7962584314458951
308.0	341.0	0.7913703781673131
292.0	325.0	0.8155242490650575
314.0	349.0	0.7895177460947519
300.0	335.0	0.8042548725728395
290.0	323.0	0.8286038335481504
306.0	336.0	0.800664942404402
305.0	337.0	0.7976424154757713
303.0	334.0	0.8039377732756835
301.0	339.0	0.8350872408106967
306.0	337.0	0.7942971336409004
320.0	353.0	0.7914870819116941
303.0	339.0	0.8259764795909632
302.0	338.0	0.8265733357487145
304.0	337.0	0.8452441427079552
312.0	345.0	0.7940824064109088
294.0	326.0	0.8022136530880816
295.0	330.0	0.7860946810545343
287.0	322.0	0.8271918107633993
289.0	322.0	0.8133361374105305
290.0	322.0	0.8042276330435819
343.0	375.0	0.7865546716071238
300.0	330.0	0.8459713304332586
310.0	346.0	0.8051320309293801
320.0	354.0	0.7970957598283542
321.0	352.0	0.7957235085123688
302.0	333.0	0.8412335399453448
326.0	361.0	0.7908561607383666
287.0	325.0	0.8477715120596623
301.0	336.0	0.8099290332887077
298.0	334.0	0.8108088478644288
313.0	348.0	0.8033659137874927
325.0	362.0	0.791464903298947
334.0	370.0	0.7867208181284481
321.0	356.0	0.792724279835391
329.0	363.0	0.7878603560948665
304.0	340.0	0.8483306494900698
326.0	360.0	0.788519379357434
321.0	354.0	0.7944205049536945
315.0	347.0	0.7978623269734381
314.0	348.0	0.8014946568414838
307.0	341.0	0.8043369702134266
300.0	339.0	0.8670243716838144
322.0	359.0	0.7906847287409947
342.0	381.0	0.7898873061095285
311.0	344.0	0.808165567522188
300.0	337.0	0.8342928296328336
340.0	380.0	0.7903342599277088
316.0	354.0	0.7945636655656123
318.0	355.0	0.792508863416388
304.0	339.0	0.8184940348670747
265.0	303.0	0.817755125298267
261.0	296.0	0.8342632104372133
274.0	314.0	0.8021609422209475
277.0	314.0	0.8005693664096918
268.0	306.0	0.810316519362929
262.0	298.0	0.8217632416291722
267.0	302.0	0.8143620057987178
283.0	320.0	0.7954067848039369
268.0	308.0	0.8049870003055868
276.0	316.0	0.8003917036860305
288.0	322.0	0.7814634411189468
274.0	305.0	0.7867095701911629
271.0	302.0	0.8020031769490374
286.0	318.0	0.7823093391575819
286.0	317.0	0.7848908878893888
287.0	318.0	0.7818970571694212
286.0	320.0	0.7816121568845209
280.0	311.0	0.7850183910893558
271.0	304.0	0.8330125307978704
294.0	329.0	0.7814924269606179
281.0	317.0	0.78494323208766
272.0	305.0	0.8102228109980097
287.0	323.0	0.782528439483962
289.0	324.0	0.7820839780682317
276.0	310.0	0.7942657980773921
278.0	313.0	0.787756614958514
271.0	306.0	0.8001105822312444
272.0	307.0	0.7945231631227143
278.0	312.0	0.7931446954654975
277.0	309.0	0.8071423516167986
298.0	329.0	0.7819560458330197
296.0	330.0	0.7833489614183015
281.0	313.0	0.7940259495003963
277.0	311.0	0.8038853876580803
289.0	321.0	0.793006438006438
284.0	316.0	0.7936092356714562
292.0	323.0	0.7876997782743456
287.0	322.0	0.7909205006931932
295.0	327.0	0.7863545387622973
290.0	321.0	0.7894481104574604
296.0	326.0	0.7866158311985197
297.0	328.0	0.7833489614183015
291.0	322.0	0.7884703859013545
296.0	327.0	0.786241864529966
